STATEFP|PLACEFP|NAME|NAMELSAD
05|19600|Dover|Dover city
05|19990|Dumas|Dumas city
05|20200|Dyer|Dyer city
05|20230|Dyess|Dyess town
05|20320|Earle|Earle city
05|20440|East Camden|East Camden town
05|20830|Edmondson|Edmondson town
05|20920|Egypt|Egypt town
05|20950|Elaine|Elaine city
05|21070|El Dorado|El Dorado city
05|21190|Elkins|Elkins city
05|21430|Elm Springs|Elm Springs city
05|21580|Emerson|Emerson town
05|21610|Emmet|Emmet city
05|21730|England|England city
05|21820|Enola|Enola town
05|22120|Etowah|Etowah town
05|22180|Eudora|Eudora city
05|22240|Eureka Springs|Eureka Springs city
05|22360|Evening Shade|Evening Shade city
05|22450|Everton|Everton town
05|22660|Fairfield Bay|Fairfield Bay city
05|23140|Fargo|Fargo town
05|23170|Farmington|Farmington city
05|23290|Fayetteville|Fayetteville city
05|23320|Felsenthal|Felsenthal town
05|23680|Fifty-Six|Fifty-Six city
05|23800|Fisher|Fisher city
05|24010|Flippin|Flippin city
05|24220|Fordyce|Fordyce city
05|24250|Foreman|Foreman city
05|24430|Forrest City|Forrest City city
05|24550|Fort Smith|Fort Smith city
05|24640|Fouke|Fouke city
05|24670|Fountain Hill|Fountain Hill town
05|24700|Fountain Lake|Fountain Lake town
05|24760|Fourche|Fourche town
05|25030|Franklin|Franklin town
05|25060|Fredonia (Biscoe)|Fredonia (Biscoe) town
05|25180|Friendship|Friendship town
05|25360|Fulton|Fulton town
05|25750|Garfield|Garfield town
05|25780|Garland|Garland town
05|25900|Garner|Garner town
05|26050|Gassville|Gassville city
05|26110|Gateway|Gateway town
05|26290|Gentry|Gentry city
05|26440|Georgetown|Georgetown town
05|26800|Gilbert|Gilbert town
05|26980|Gillett|Gillett city
05|27010|Gillham|Gillham town
05|27040|Gilmore|Gilmore city
05|27310|Glenwood|Glenwood city
05|27670|Goshen|Goshen town
05|27700|Gosnell|Gosnell city
05|27730|Gould|Gould city
05|27790|Grady|Grady city
05|27970|Grannis|Grannis city
05|28360|Gravette|Gravette city
05|28510|Greenbrier|Greenbrier city
05|28600|Green Forest|Green Forest city
05|28660|Greenland|Greenland city
05|28720|Greenway|Greenway city
05|28780|Greenwood|Greenwood city
05|28810|Greers Ferry|Greers Ferry city
05|28990|Griffithville|Griffithville town
05|29020|Grubbs|Grubbs city
05|29080|Guion|Guion town
05|29140|Gum Springs|Gum Springs town
05|29200|Gurdon|Gurdon city
05|29230|Guy|Guy city
05|29290|Hackett|Hackett city
05|29500|Hamburg|Hamburg city
05|29650|Hampton|Hampton city
05|29920|Hardy|Hardy city
05|30310|Harrell|Harrell town
05|30400|Harrisburg|Harrisburg city
05|30460|Harrison|Harrison city
05|30490|Hartford|Hartford city
05|30520|Hartman|Hartman city
05|30640|Haskell|Haskell city
05|30700|Hatfield|Hatfield town
05|30790|Havana|Havana city
05|30880|Haynes|Haynes town
05|30940|Hazen|Hazen city
05|31090|Heber Springs|Heber Springs city
05|31150|Hector|Hector town
05|31190|Helena-West Helena|Helena-West Helena city
05|31540|Hermitage|Hermitage city
05|31900|Hickory Ridge|Hickory Ridge city
05|32080|Higden|Higden town
05|32140|Higginson|Higginson town
05|32200|Highfill|Highfill town
05|32257|Highland|Highland city
05|32470|Hindsville|Hindsville town
05|32710|Holland|Holland city
05|32800|Holly Grove|Holly Grove city
05|33190|Hope|Hope city
05|33310|Horatio|Horatio city
05|33370|Horseshoe Bend|Horseshoe Bend city
05|33375|Horseshoe Lake|Horseshoe Lake town
05|33400|Hot Springs|Hot Springs city
05|33490|Houston|Houston town
05|33580|Hoxie|Hoxie city
05|33760|Hughes|Hughes city
05|33820|Humnoke|Humnoke city
05|33850|Humphrey|Humphrey city
05|33910|Hunter|Hunter town
05|33940|Huntington|Huntington city
05|33970|Huntsville|Huntsville city
05|34090|Huttig|Huttig city
05|34150|Imboden|Imboden town
05|34720|Jacksonport|Jacksonport town
05|34750|Jacksonville|Jacksonville city
05|34900|Jasper|Jasper city
05|35040|Jennette|Jennette town
05|35140|Jericho|Jericho town
05|35170|Jerome|Jerome town
05|35500|Johnson|Johnson city
05|35650|Joiner|Joiner city
05|35710|Jonesboro|Jonesboro city
05|36040|Judsonia|Judsonia city
05|36130|Junction City|Junction City city
05|36310|Keiser|Keiser city
05|36430|Kensett|Kensett city
05|36550|Keo|Keo town
05|36670|Kibler|Kibler city
05|36880|Kingsland|Kingsland city
05|37240|Knobel|Knobel city
05|37300|Knoxville|Knoxville town
05|37660|Lafe|Lafe town
05|37720|LaGrange|LaGrange town
05|37780|Lake City|Lake City city
05|38050|Lakeview|Lakeview city
05|38110|Lake View|Lake View city
05|38170|Lake Village|Lake Village city
05|38290|Lamar|Lamar city
05|38890|Lavaca|Lavaca city
05|39010|Leachville|Leachville city
05|39040|Lead Hill|Lead Hill town
05|39310|Leola|Leola town
05|39370|Lepanto|Lepanto city
05|39460|Leslie|Leslie city
05|39520|Letona|Letona town
05|39640|Lewisville|Lewisville city
05|39670|Lexa|Lexa town
05|39970|Lincoln|Lincoln city
05|40120|Little Flock|Little Flock city
05|41000|Little Rock|Little Rock city
05|41090|Lockesburg|Lockesburg city
05|41270|London|London city
05|41420|Lonoke|Lonoke city
05|41450|Lonsdale|Lonsdale town
05|41630|Louann|Louann town
05|41720|Lowell|Lowell city
05|42170|Luxora|Luxora city
05|42260|Lynn|Lynn town
05|42410|McCaskill|McCaskill town
05|42500|McCrory|McCrory city
05|42560|McDougal|McDougal town
05|42770|McGehee|McGehee city
05|43070|McNab|McNab town
05|43100|McNeil|McNeil city
05|43220|McRae|McRae city
05|43280|Madison|Madison city
05|43310|Magazine|Magazine city
05|43370|Magness|Magness town
05|43460|Magnolia|Magnolia city
05|43610|Malvern|Malvern city
05|43670|Mammoth Spring|Mammoth Spring city
05|43820|Manila|Manila city
05|43880|Mansfield|Mansfield city
05|44120|Marianna|Marianna city
05|44150|Marie|Marie town
05|44180|Marion|Marion city
05|44210|Marked Tree|Marked Tree city
05|44240|Marmaduke|Marmaduke city
05|44300|Marshall|Marshall city
05|44420|Marvell|Marvell city
05|44600|Maumelle|Maumelle city
05|44750|Mayflower|Mayflower city
05|44780|Maynard|Maynard town
05|45080|Melbourne|Melbourne city
05|45170|Mena|Mena city
05|45200|Menifee|Menifee town
05|45500|Midland|Midland town
05|45560|Midway|Midway town
05|46040|Mineral Springs|Mineral Springs city
05|46100|Minturn|Minturn town
05|46190|Mitchellville|Mitchellville city
05|46400|Monette|Monette city
05|46580|Monticello|Monticello city
05|46670|Montrose|Montrose city
05|46730|Moorefield|Moorefield town
05|46910|Moro|Moro town
05|46970|Morrilton|Morrilton city
05|47030|Morrison Bluff|Morrison Bluff town
05|47300|Mountainburg|Mountainburg city
05|47390|Mountain Home|Mountain Home city
05|47450|Mountain Pine|Mountain Pine city
05|47540|Mountain View|Mountain View city
05|47690|Mount Ida|Mount Ida city
05|47900|Mount Pleasant|Mount Pleasant town
05|48020|Mount Vernon|Mount Vernon town
05|48200|Mulberry|Mulberry city
05|48290|Murfreesboro|Murfreesboro city
05|48560|Nashville|Nashville city
05|49010|Newark|Newark city
05|49580|Newport|Newport city
05|49820|Nimmons|Nimmons town
05|50000|Norfork|Norfork city
05|50030|Norman|Norman town
05|50060|Norphlet|Norphlet city
05|50450|North Little Rock|North Little Rock city
05|50810|Oak Grove|Oak Grove town
05|51060|Oak Grove Heights|Oak Grove Heights town
05|51080|Oakhaven|Oakhaven town
05|51290|Oden|Oden town
05|51350|Ogden|Ogden city
05|51410|Oil Trough|Oil Trough town
05|51500|O'Kean|O'Kean town
05|51530|Okolona|Okolona town
05|51560|Ola|Ola city
05|52160|Omaha|Omaha town
05|52430|Oppelo|Oppelo city
05|52580|Osceola|Osceola city
05|52880|Oxford|Oxford city
05|52940|Ozan|Ozan town
05|52970|Ozark|Ozark city
05|53150|Palestine|Palestine city
05|53240|Pangburn|Pangburn city
05|53390|Paragould|Paragould city
05|53480|Paris|Paris city
05|53510|Parkdale|Parkdale city
05|53600|Parkin|Parkin city
05|53900|Patmos|Patmos town
05|53990|Patterson|Patterson city
05|54140|Peach Orchard|Peach Orchard city
05|54200|Pea Ridge|Pea Ridge city
05|54620|Perla|Perla town
05|54650|Perry|Perry town
05|54680|Perrytown|Perrytown town
05|54710|Perryville|Perryville city
05|55130|Piggott|Piggott city
05|55280|Pindall|Pindall town
05|55310|Pine Bluff|Pine Bluff city
05|55580|Pineville|Pineville town
05|55970|Plainview|Plainview city
05|56270|Pleasant Plains|Pleasant Plains town
05|56480|Plumerville|Plumerville city
05|56540|Pocahontas|Pocahontas city
05|56600|Pollard|Pollard city
05|56720|Portia|Portia town
05|56750|Portland|Portland city
05|56990|Pottsville|Pottsville city
05|57050|Powhatan|Powhatan town
05|57080|Poyen|Poyen town
05|57170|Prairie Grove|Prairie Grove city
05|57230|Prattsville|Prattsville town
05|57260|Prescott|Prescott city
05|57890|Pyatt|Pyatt town
05|57950|Quitman|Quitman city
05|58160|Ratcliff|Ratcliff city
05|58250|Ravenden|Ravenden town
05|58280|Ravenden Springs|Ravenden Springs town
05|58490|Rector|Rector city
05|58580|Redfield|Redfield city
05|58880|Reed|Reed town
05|59180|Reyno|Reyno city
05|59480|Rison|Rison city
05|60020|Rockport|Rockport city
05|60380|Roe|Roe town
05|60410|Rogers|Rogers city
05|60590|Rondo|Rondo town
05|60770|Rose Bud|Rose Bud town
05|61040|Rosston|Rosston town
05|61460|Rudy|Rudy town
05|61640|Russell|Russell town
05|61670|Russellville|Russellville city
05|61940|St. Charles|St. Charles town
05|61970|St. Francis|St. Francis city
05|62030|St. Joe|St. Joe town
05|62060|St. Paul|St. Paul town
05|62150|Salem|Salem city
05|62240|Salesville|Salesville city
05|62960|Scranton|Scranton city
05|63020|Searcy|Searcy city
05|63110|Sedgwick|Sedgwick town
05|63470|Shannon Hills|Shannon Hills city
05|63710|Sheridan|Sheridan city
05|63740|Sherrill|Sherrill town
05|63800|Sherwood|Sherwood city
05|63980|Shirley|Shirley town
05|64280|Sidney|Sidney town
05|64370|Siloam Springs|Siloam Springs city
05|64730|Smackover|Smackover city
05|64910|Smithville|Smithville town
05|65480|South Lead Hill|South Lead Hill town
05|65630|Southside|Southside city
05|65900|Sparkman|Sparkman city
05|66080|Springdale|Springdale city
05|66200|Springtown|Springtown town
05|66320|Stamps|Stamps city
05|66440|Star City|Star City city
05|66860|Stephens|Stephens city
05|67250|Strawberry|Strawberry town
05|67370|Strong|Strong city
05|67490|Stuttgart|Stuttgart city
05|67520|Subiaco|Subiaco town
05|67550|Success|Success town
05|67730|Sulphur Rock|Sulphur Rock town
05|67760|Sulphur Springs|Sulphur Springs city
05|67940|Summit|Summit city
05|68060|Sunset|Sunset town
05|68360|Swifton|Swifton city
05|68660|Taylor|Taylor city
05|68810|Texarkana|Texarkana city
05|69050|Thornton|Thornton city
05|69230|Tillar|Tillar city
05|69350|Tinsman|Tinsman town
05|69500|Tollette|Tollette town
05|69740|Tontitown|Tontitown city
05|69830|Traskwood|Traskwood city
05|70010|Trumann|Trumann city
05|70100|Tuckerman|Tuckerman city
05|70220|Tull|Tull town
05|70340|Tupelo|Tupelo town
05|70430|Turrell|Turrell city
05|70540|Twin Groves|Twin Groves town
05|70700|Tyronza|Tyronza city
05|70760|Ulm|Ulm town
05|71390|Valley Springs|Valley Springs town
05|71480|Van Buren|Van Buren city
05|71510|Vandervoort|Vandervoort town
05|71900|Victoria|Victoria town
05|71960|Vilonia|Vilonia city
05|72140|Viola|Viola town
05|72230|Wabbaseka|Wabbaseka town
05|72320|Waldenburg|Waldenburg town
05|72350|Waldo|Waldo city
05|72380|Waldron|Waldron city
05|72890|Walnut Ridge|Walnut Ridge city
05|73130|Ward|Ward city
05|73310|Warren|Warren city
05|73370|Washington|Washington city
05|73550|Watson|Watson city
05|73940|Weiner|Weiner city
05|74000|Weldon|Weldon town
05|74330|Western Grove|Western Grove town
05|74360|West Fork|West Fork city
05|74540|West Memphis|West Memphis city
05|74660|West Point|West Point town
05|74840|Wheatley|Wheatley city
05|74930|Whelen Springs|Whelen Springs town
05|75170|White Hall|White Hall city
05|75500|Wickes|Wickes town
05|75560|Widener|Widener town
05|75570|Wiederkehr Village|Wiederkehr Village city
05|75740|Williford|Williford town
05|75770|Willisville|Willisville town
05|75860|Wilmar|Wilmar city
05|75890|Wilmot|Wilmot city
05|75920|Wilson|Wilson city
05|75980|Wilton|Wilton city
05|76010|Winchester|Winchester town
05|76190|Winslow|Winslow city
05|76250|Winthrop|Winthrop city
05|76820|Wooster|Wooster town
05|76970|Wrightsville|Wrightsville city
05|77090|Wynne|Wynne city
05|77330|Yellville|Yellville city
05|77600|Zinc|Zinc town
49|00540|Alpine|Alpine city
49|00650|Alta|Alta town
49|00760|Altamont|Altamont town
49|00870|Alton|Alton town
49|01090|Amalga|Amalga town
49|01310|American Fork|American Fork city
49|01750|Annabella|Annabella town
49|01860|Antimony|Antimony town
49|01905|Apple Valley|Apple Valley town
49|02740|Aurora|Aurora city
49|03345|Ballard|Ballard town
49|03950|Bear River City|Bear River City city
49|04060|Beaver|Beaver city
49|05490|Bicknell|Bicknell town
49|05534|Big Water|Big Water town
49|06370|Blanding|Blanding city
49|06700|Bluff|Bluff town
49|06810|Bluffdale|Bluffdale city
49|07470|Boulder|Boulder town
49|07690|Bountiful|Bountiful city
49|08020|Brian Head|Brian Head town
49|08460|Brigham City|Brigham City city
49|08570|Brighton|Brighton town
49|08787|Bryce Canyon City|Bryce Canyon City town
49|10330|Cannonville|Cannonville town
49|10660|Castle Dale|Castle Dale city
49|11000|Castle Valley|Castle Valley town
49|11320|Cedar City|Cedar City city
49|11430|Cedar Fort|Cedar Fort town
49|11435|Cedar Highlands|Cedar Highlands town
49|11440|Cedar Hills|Cedar Hills city
49|11870|Centerfield|Centerfield town
49|11980|Centerville|Centerville city
49|12260|Central Valley|Central Valley town
49|12420|Charleston|Charleston town
49|12970|Circleville|Circleville town
49|13190|Clarkston|Clarkston town
49|13300|Clawson|Clawson town
49|13850|Clearfield|Clearfield city
49|14070|Cleveland|Cleveland town
49|14290|Clinton|Clinton city
49|14840|Coalville|Coalville city
49|15720|Copperton|Copperton metro township
49|15830|Corinne|Corinne city
49|15940|Cornish|Cornish town
49|16270|Cottonwood Heights|Cottonwood Heights city
49|18140|Daniel|Daniel town
49|18910|Delta|Delta city
49|19680|Deweyville|Deweyville town
49|20120|Draper|Draper city
49|20340|Duchesne|Duchesne city
49|20780|Dutch John|Dutch John town
49|20810|Eagle Mountain|Eagle Mountain city
49|20890|East Carbon|East Carbon city
49|22370|Elk Ridge|Elk Ridge city
49|22540|Elmo|Elmo town
49|22650|Elsinore|Elsinore town
49|22760|Elwood|Elwood town
49|22870|Emery|Emery town
49|22875|Emigration Canyon|Emigration Canyon metro township
49|23200|Enoch|Enoch city
49|23420|Enterprise|Enterprise city
49|23530|Ephraim|Ephraim city
49|23750|Escalante|Escalante city
49|24080|Eureka|Eureka city
49|24410|Fairfield|Fairfield town
49|24630|Fairview|Fairview city
49|24740|Farmington|Farmington city
49|24850|Farr West|Farr West city
49|25070|Fayette|Fayette town
49|25180|Ferron|Ferron city
49|25290|Fielding|Fielding town
49|25510|Fillmore|Fillmore city
49|26720|Fountain Green|Fountain Green city
49|26940|Francis|Francis town
49|27490|Fruit Heights|Fruit Heights city
49|27930|Garden City|Garden City town
49|28150|Garland|Garland city
49|28810|Genola|Genola town
49|29360|Glendale|Glendale town
49|29580|Glenwood|Glenwood town
49|30130|Goshen|Goshen town
49|31120|Grantsville|Grantsville city
49|31670|Green River|Green River city
49|32660|Gunnison|Gunnison city
49|33100|Hanksville|Hanksville town
49|33540|Harrisville|Harrisville city
49|33760|Hatch|Hatch town
49|34200|Heber|Heber city
49|34530|Helper|Helper city
49|34640|Henefer|Henefer town
49|34750|Henrieville|Henrieville town
49|34970|Herriman|Herriman city
49|35120|Hideout|Hideout town
49|35190|Highland|Highland city
49|35300|Hildale|Hildale city
49|35740|Hinckley|Hinckley town
49|35960|Holden|Holden town
49|36070|Holladay|Holladay city
49|36290|Honeyville|Honeyville city
49|36400|Hooper|Hooper city
49|36620|Howell|Howell town
49|36950|Huntington|Huntington city
49|37060|Huntsville|Huntsville town
49|37170|Hurricane|Hurricane city
49|37390|Hyde Park|Hyde Park city
49|37500|Hyrum|Hyrum city
49|37690|Independence|Independence town
49|37924|Interlaken|Interlaken town
49|38710|Ivins|Ivins city
49|39370|Joseph|Joseph town
49|39590|Junction|Junction town
49|39810|Kamas|Kamas city
49|39920|Kanab|Kanab city
49|40030|Kanarraville|Kanarraville town
49|40250|Kanosh|Kanosh town
49|40360|Kaysville|Kaysville city
49|40470|Kearns|Kearns metro township
49|41350|Kingston|Kingston town
49|41680|Koosharem|Koosharem town
49|42560|Laketown|Laketown town
49|43440|La Verkin|La Verkin city
49|43660|Layton|Layton city
49|43880|Leamington|Leamington town
49|44100|Leeds|Leeds town
49|44320|Lehi|Lehi city
49|44650|Levan|Levan town
49|44760|Lewiston|Lewiston city
49|45090|Lindon|Lindon city
49|45530|Loa|Loa town
49|45860|Logan|Logan city
49|46410|Lyman|Lyman town
49|46740|Lynndyl|Lynndyl town
49|47290|Magna|Magna metro township
49|47620|Manila|Manila town
49|47730|Manti|Manti city
49|47840|Mantua|Mantua town
49|47950|Mapleton|Mapleton city
49|48300|Marriott-Slaterville|Marriott-Slaterville city
49|48610|Marysvale|Marysvale town
49|48720|Mayfield|Mayfield town
49|48830|Meadow|Meadow town
49|49160|Mendon|Mendon city
49|49710|Midvale|Midvale city
49|49820|Midway|Midway city
49|50040|Milford|Milford city
49|50150|Millcreek|Millcreek city
49|50370|Millville|Millville city
49|50590|Minersville|Minersville town
49|50700|Moab|Moab city
49|51140|Mona|Mona city
49|51360|Monroe|Monroe city
49|51580|Monticello|Monticello city
49|51910|Morgan|Morgan city
49|52130|Moroni|Moroni city
49|53010|Mount Pleasant|Mount Pleasant city
49|53230|Murray|Murray city
49|53340|Myton|Myton city
49|53560|Naples|Naples city
49|54220|Nephi|Nephi city
49|54440|New Harmony|New Harmony town
49|54550|Newton|Newton town
49|54660|Nibley|Nibley city
49|54990|North Logan|North Logan city
49|55100|North Ogden|North Ogden city
49|55210|North Salt Lake|North Salt Lake city
49|55430|Oak City|Oak City town
49|55650|Oakley|Oakley city
49|55980|Ogden|Ogden city
49|56860|Orangeville|Orangeville city
49|57080|Orderville|Orderville town
49|57300|Orem|Orem city
49|57740|Panguitch|Panguitch city
49|57850|Paradise|Paradise town
49|57960|Paragonah|Paragonah town
49|58070|Park City|Park City city
49|58510|Parowan|Parowan city
49|58730|Payson|Payson city
49|59390|Perry|Perry city
49|60710|Plain City|Plain City city
49|60930|Pleasant Grove|Pleasant Grove city
49|61150|Pleasant View|Pleasant View city
49|61260|Plymouth|Plymouth town
49|61590|Portage|Portage town
49|62030|Price|Price city
49|62360|Providence|Providence city
49|62470|Provo|Provo city
49|63020|Randolph|Randolph town
49|63240|Redmond|Redmond town
49|63570|Richfield|Richfield city
49|63680|Richmond|Richmond city
49|64010|Riverdale|Riverdale city
49|64120|River Heights|River Heights city
49|64340|Riverton|Riverton city
49|64560|Rockville|Rockville town
49|64590|Rocky Ridge|Rocky Ridge town
49|64670|Roosevelt|Roosevelt city
49|65110|Roy|Roy city
49|65240|Rush Valley|Rush Valley town
49|65330|St. George|St. George city
49|65770|Salem|Salem city
49|65880|Salina|Salina city
49|67000|Salt Lake City|Salt Lake City city
49|67440|Sandy|Sandy city
49|67660|Santa Clara|Santa Clara city
49|67770|Santaquin|Santaquin city
49|67825|Saratoga Springs|Saratoga Springs city
49|67880|Scipio|Scipio town
49|67990|Scofield|Scofield town
49|68650|Sigurd|Sigurd town
49|69640|Smithfield|Smithfield city
49|69970|Snowville|Snowville town
49|70850|South Jordan|South Jordan city
49|70960|South Ogden|South Ogden city
49|71070|South Salt Lake|South Salt Lake city
49|71180|South Weber|South Weber city
49|71290|Spanish Fork|Spanish Fork city
49|71730|Spring City|Spring City city
49|71840|Springdale|Springdale town
49|72280|Springville|Springville city
49|72940|Sterling|Sterling town
49|73050|Stockton|Stockton town
49|74480|Sunset|Sunset city
49|74810|Syracuse|Syracuse city
49|74920|Tabiona|Tabiona town
49|75360|Taylorsville|Taylorsville city
49|76680|Tooele|Tooele city
49|76900|Toquerville|Toquerville city
49|77010|Torrey|Torrey town
49|77120|Tremonton|Tremonton city
49|77230|Trenton|Trenton town
49|77560|Tropic|Tropic town
49|77890|Uintah|Uintah town
49|80090|Vernal|Vernal city
49|80200|Vernon|Vernon town
49|80420|Vineyard|Vineyard town
49|80530|Virgin|Virgin town
49|80860|Wales|Wales town
49|80970|Wallsburg|Wallsburg town
49|81960|Washington|Washington city
49|82070|Washington Terrace|Washington Terrace city
49|82510|Wellington|Wellington city
49|82620|Wellsville|Wellsville city
49|82730|Wendover|Wendover city
49|82840|West Bountiful|West Bountiful city
49|82930|West Haven|West Haven city
49|82950|West Jordan|West Jordan city
49|83390|West Point|West Point city
49|83470|West Valley City|West Valley City city
49|84050|White City|White City metro township
49|84710|Willard|Willard city
49|85050|Woodland Hills|Woodland Hills city
49|85260|Woodruff|Woodruff town
49|85370|Woods Cross|Woods Cross city
56|00245|Afton|Afton town
56|00825|Albin|Albin town
56|01695|Alpine|Alpine town
56|04740|Baggs|Baggs town
56|04885|Bairoil|Bairoil town
56|05245|Bar Nunn|Bar Nunn town
56|05320|Basin|Basin town
56|05625|Bear River|Bear River town
56|07060|Big Piney|Big Piney town
56|10685|Buffalo|Buffalo city
56|11120|Burlington|Burlington town
56|11265|Burns|Burns town
56|11700|Byron|Byron town
56|13150|Casper|Casper city
56|13900|Cheyenne|Cheyenne city
56|14165|Chugwater|Chugwater town
56|15325|Clearmont|Clearmont town
56|15760|Cody|Cody city
56|15905|Cokeville|Cokeville town
56|17645|Cowley|Cowley town
56|19385|Dayton|Dayton town
56|19530|Deaver|Deaver town
56|20110|Diamondville|Diamondville town
56|20690|Dixon|Dixon town
56|21125|Douglas|Douglas city
56|21415|Dubois|Dubois town
56|22720|East Thermopolis|East Thermopolis town
56|23155|Edgerton|Edgerton town
56|24025|Elk Mountain|Elk Mountain town
56|24750|Encampment|Encampment town
56|25620|Evanston|Evanston city
56|25765|Evansville|Evansville town
56|28230|Fort Laramie|Fort Laramie town
56|29825|Frannie|Frannie town
56|31855|Gillette|Gillette city
56|32290|Glendo|Glendo town
56|32435|Glenrock|Glenrock town
56|32870|Granger|Granger town
56|33740|Green River|Green River city
56|33885|Greybull|Greybull town
56|34320|Guernsey|Guernsey town
56|35335|Hanna|Hanna town
56|35625|Hartville|Hartville town
56|38960|Hudson|Hudson town
56|39105|Hulett|Hulett town
56|40120|Jackson|Jackson town
56|41353|Kaycee|Kaycee town
56|42005|Kemmerer|Kemmerer city
56|42730|Kirby|Kirby town
56|43455|La Barge|La Barge town
56|43745|LaGrange|LaGrange town
56|44760|Lander|Lander city
56|45050|Laramie|Laramie city
56|46790|Lingle|Lingle town
56|47805|Lost Springs|Lost Springs town
56|47950|Lovell|Lovell town
56|48530|Lusk|Lusk town
56|48675|Lyman|Lyman town
56|49980|Manderson|Manderson town
56|50270|Manville|Manville town
56|50415|Marbleton|Marbleton town
56|51575|Medicine Bow|Medicine Bow town
56|51720|Meeteetse|Meeteetse town
56|52445|Midwest|Midwest town
56|53460|Mills|Mills town
56|54185|Moorcroft|Moorcroft town
56|55345|Mountain View|Mountain View town
56|56215|Newcastle|Newcastle city
56|57810|Opal|Opal town
56|60130|Pavillion|Pavillion town
56|61435|Pine Bluffs|Pine Bluffs town
56|61580|Pinedale|Pinedale town
56|61610|Pine Haven|Pine Haven town
56|62450|Powell|Powell city
56|63755|Ranchester|Ranchester town
56|63900|Rawlins|Rawlins city
56|66075|Riverside|Riverside town
56|66220|Riverton|Riverton city
56|67090|Rock River|Rock River town
56|67235|Rock Springs|Rock Springs city
56|67440|Rolling Hills|Rolling Hills town
56|68685|Saratoga|Saratoga town
56|69845|Sheridan|Sheridan city
56|70570|Shoshoni|Shoshoni town
56|71150|Sinclair|Sinclair town
56|73180|Star Valley Ranch|Star Valley Ranch town
56|74195|Sundance|Sundance town
56|74775|Superior|Superior town
56|75790|Ten Sleep|Ten Sleep town
56|76370|Thayne|Thayne town
56|76515|Thermopolis|Thermopolis town
56|77530|Torrington|Torrington city
56|79125|Upton|Upton town
56|79705|Van Tassell|Van Tassell town
56|81300|Wamsutter|Wamsutter town
56|83040|Wheatland|Wheatland town
56|84925|Worland|Worland city
56|85015|Wright|Wright town
56|86665|Yoder|Yoder town
12|00375|Alachua|Alachua city
12|00625|Alford|Alford town
12|00950|Altamonte Springs|Altamonte Springs city
12|01000|Altha|Altha town
12|01475|Anna Maria|Anna Maria city
12|01625|Apalachicola|Apalachicola city
12|01700|Apopka|Apopka city
12|01750|Arcadia|Arcadia city
12|01775|Archer|Archer city
12|02250|Astatula|Astatula town
12|02400|Atlantic Beach|Atlantic Beach city
12|02500|Atlantis|Atlantis city
12|02550|Auburndale|Auburndale city
12|02681|Aventura|Aventura city
12|02750|Avon Park|Avon Park city
12|03250|Baldwin|Baldwin town
12|03275|Bal Harbour|Bal Harbour village
12|03675|Bartow|Bartow city
12|03725|Bascom|Bascom town
12|03975|Bay Harbor Islands|Bay Harbor Islands town
12|04150|Bay Lake|Bay Lake city
12|04975|Bell|Bell town
12|05075|Belleair|Belleair town
12|05100|Belleair Beach|Belleair Beach city
12|05125|Belleair Bluffs|Belleair Bluffs city
12|05150|Belleair Shore|Belleair Shore town
12|05200|Belle Glade|Belle Glade city
12|05300|Belle Isle|Belle Isle city
12|05375|Belleview|Belleview city
12|06100|Beverly Beach|Beverly Beach town
12|06600|Biscayne Park|Biscayne Park village
12|06925|Blountstown|Blountstown city
12|07300|Boca Raton|Boca Raton city
12|07450|Bonifay|Bonifay city
12|07525|Bonita Springs|Bonita Springs city
12|07775|Bowling Green|Bowling Green city
12|07875|Boynton Beach|Boynton Beach city
12|07950|Bradenton|Bradenton city
12|07975|Bradenton Beach|Bradenton Beach city
12|08175|Branford|Branford town
12|08575|Briny Breezes|Briny Breezes town
12|08600|Bristol|Bristol city
12|08700|Bronson|Bronson town
12|08725|Brooker|Brooker town
12|08800|Brooksville|Brooksville city
12|09550|Bunnell|Bunnell city
12|09625|Bushnell|Bushnell city
12|09700|Callahan|Callahan town
12|09725|Callaway|Callaway city
12|09900|Campbellton|Campbellton town
12|10250|Cape Canaveral|Cape Canaveral city
12|10275|Cape Coral|Cape Coral city
12|10725|Carrabelle|Carrabelle city
12|10975|Caryville|Caryville town
12|11050|Casselberry|Casselberry city
12|11225|Cedar Key|Cedar Key city
12|11325|Center Hill|Center Hill city
12|11362|Century|Century town
12|11800|Chattahoochee|Chattahoochee city
12|11925|Chiefland|Chiefland city
12|11975|Chipley|Chipley city
12|12325|Cinco Bayou|Cinco Bayou town
12|12875|Clearwater|Clearwater city
12|12925|Clermont|Clermont city
12|13000|Clewiston|Clewiston city
12|13050|Cloud Lake|Cloud Lake town
12|13150|Cocoa|Cocoa city
12|13175|Cocoa Beach|Cocoa Beach city
12|13275|Coconut Creek|Coconut Creek city
12|13400|Coleman|Coleman city
12|14125|Cooper City|Cooper City city
12|14250|Coral Gables|Coral Gables city
12|14400|Coral Springs|Coral Springs city
12|14850|Cottondale|Cottondale town
12|15375|Crescent City|Crescent City city
12|15475|Crestview|Crestview city
12|15575|Cross City|Cross City town
12|15775|Crystal River|Crystal River city
12|15968|Cutler Bay|Cutler Bay town
12|16125|Dade City|Dade City city
12|16335|Dania Beach|Dania Beach city
12|16450|Davenport|Davenport city
12|16475|Davie|Davie town
12|16525|Daytona Beach|Daytona Beach city
